stock_code,n_buy_ops,n_days,avg_daily_ops,avg_amount_wan,total_buy_wan,avg_order_count,avg_time_span_min,avg_vwap_deviation_pct,avg_fwd_1d,win_1d,median_fwd_1d,n_fwd_1d,avg_signal_excess_fwd_1d,signal_excess_win_1d,avg_universe_excess_fwd_1d,universe_excess_win_1d,avg_entry_fwd_1d,entry_win_1d,avg_fwd_3d,win_3d,median_fwd_3d,n_fwd_3d,avg_signal_excess_fwd_3d,signal_excess_win_3d,avg_universe_excess_fwd_3d,universe_excess_win_3d,avg_entry_fwd_3d,entry_win_3d,avg_fwd_5d,win_5d,median_fwd_5d,n_fwd_5d,avg_signal_excess_fwd_5d,signal_excess_win_5d,avg_universe_excess_fwd_5d,universe_excess_win_5d,avg_entry_fwd_5d,entry_win_5d,avg_fwd_10d,win_10d,median_fwd_10d,n_fwd_10d,avg_signal_excess_fwd_10d,signal_excess_win_10d,avg_universe_excess_fwd_10d,universe_excess_win_10d,avg_entry_fwd_10d,entry_win_10d,avg_fwd_20d,win_20d,median_fwd_20d,n_fwd_20d,avg_signal_excess_fwd_20d,signal_excess_win_20d,avg_universe_excess_fwd_20d,universe_excess_win_20d,avg_entry_fwd_20d,entry_win_20d,stability,avg_universe_excess_fwd_5d_norm,universe_excess_win_5d_norm,n_buy_ops_norm,stability_norm,score
000629,1963,232,8.5,410.1,805079.9,11.1,30.1,-0.04,-0.02,0.431,0.0,1956,-0.11,0.424,-0.27,0.388,713.67,1.0,-0.11,0.468,-0.32,1942,-0.26,0.418,-0.72,0.336,712.88,1.0,-0.21,0.458,-0.32,1922,-0.49,0.357,-1.21,0.309,712.06,1.0,-0.18,0.483,0.0,1886,-0.65,0.385,-1.87,0.296,712.29,1.0,0.09,0.555,1.09,1820,-1.19,0.384,-2.94,0.208,714.37,1.0,-0.409,0.4709864603481625,0.29758713136729226,0.22432223082881486,0.31343283582089554,0.3538784532973052
000049,891,164,5.4,470.6,419279.6,15.3,28.1,-0.04,-0.14,0.445,-0.1,890,-0.2,0.431,-0.43,0.409,839.35,1.0,-0.19,0.435,-0.29,886,-0.41,0.433,-0.99,0.37,838.75,1.0,0.0,0.426,-0.53,878,-0.38,0.4,-1.32,0.339,840.63,1.0,0.18,0.53,0.53,864,-0.4,0.439,-2.09,0.363,842.35,1.0,0.33,0.595,1.51,796,-1.09,0.481,-3.07,0.283,843.66,1.0,-0.31,0.46034816247582205,0.3780160857908848,0.05824941905499613,0.40578358208955223,0.3497723327475487
000002,4782,232,20.6,1084.0,5183622.9,25.5,32.2,-0.05,-0.11,0.396,-0.29,4759,-0.19,0.398,-0.36,0.379,16788.98,1.0,-0.37,0.366,-0.45,4720,-0.7,0.343,-1.19,0.339,16745.71,1.0,-0.81,0.399,-0.73,4686,-1.35,0.333,-2.12,0.247,16671.87,1.0,-1.67,0.306,-1.92,4571,-2.63,0.27,-3.84,0.221,16527.38,1.0,-3.66,0.245,-3.46,4345,-5.38,0.177,-6.81,0.168,16188.18,1.0,-0.483,0.3829787234042553,0.13136729222520105,0.6610379550735863,0.24440298507462685,0.3492495665514424
000728,1982,231,8.6,413.5,819469.6,11.9,27.7,-0.03,-0.14,0.403,-0.22,1978,-0.22,0.433,-0.35,0.39,205.18,1.0,-0.2,0.434,-0.25,1974,-0.48,0.363,-0.82,0.346,204.97,1.0,-0.24,0.483,0.0,1965,-0.81,0.383,-1.37,0.32,204.84,1.0,-0.08,0.454,-0.63,1950,-1.46,0.382,-2.51,0.282,205.28,1.0,-0.16,0.491,0.0,1895,-2.44,0.371,-3.95,0.27,204.87,1.0,-0.523,0.45551257253384914,0.3270777479892762,0.22726568551510457,0.20708955223880593,0.34649044573722404
000065,1661,203,8.2,621.5,1032235.8,16.9,26.1,-0.07,-0.12,0.465,-0.35,1650,-0.17,0.393,-0.33,0.39,1704.75,1.0,0.04,0.445,-0.51,1644,-0.28,0.422,-0.7,0.389,1707.66,1.0,-0.28,0.442,-0.87,1633,-0.85,0.35,-1.49,0.311,1702.05,1.0,-0.66,0.425,-0.96,1618,-1.71,0.315,-3.1,0.253,1694.84,1.0,-1.01,0.408,-2.69,1535,-2.28,0.325,-3.86,0.24,1688.07,1.0,-0.295,0.4439071566731141,0.3029490616621984,0.17753679318357862,0.41977611940298504,0.34593255174491944
000685,858,123,7.0,775.0,664963.4,21.6,28.8,-0.09,0.06,0.454,-0.67,844,-0.09,0.443,-0.39,0.399,1649.94,1.0,0.54,0.48,-0.4,838,0.02,0.45,-0.8,0.412,1658.07,1.0,0.72,0.403,-0.89,833,-0.09,0.389,-1.51,0.327,1661.08,1.0,-0.46,0.439,-1.13,806,-1.95,0.377,-5.09,0.339,1640.67,1.0,-0.83,0.364,-3.24,675,-3.25,0.31,-6.15,0.237,1632.58,1.0,-0.181,0.441972920696325,0.3458445040214478,0.05313710302091402,0.5261194029850746,0.3437818803876546
000628,2224,227,9.8,786.0,1748075.4,22.6,27.6,-0.1,-0.33,0.453,-0.32,2211,-0.44,0.392,-0.58,0.35,217.99,1.0,-0.39,0.405,-1.01,2187,-0.87,0.307,-1.22,0.285,217.81,1.0,-0.46,0.436,-0.46,2162,-1.37,0.319,-1.83,0.305,217.55,1.0,-0.72,0.434,-1.42,2131,-2.44,0.312,-3.26,0.277,216.74,1.0,-2.87,0.317,-6.42,2082,-5.39,0.29,-6.61,0.222,209.85,1.0,-0.331,0.41102514506769827,0.2868632707774799,0.2647560030983733,0.38619402985074625,0.3420396428650726
000560,2701,235,11.5,579.5,1565115.3,13.7,28.7,-0.06,-0.27,0.433,-0.3,2691,-0.26,0.379,-0.44,0.379,427.88,1.0,-0.3,0.447,-0.32,2680,-0.53,0.367,-1.01,0.319,427.73,1.0,-0.44,0.419,-0.65,2665,-0.88,0.329,-1.62,0.269,426.97,1.0,-0.58,0.4,-1.35,2623,-1.59,0.29,-2.87,0.253,426.25,1.0,-1.99,0.328,-2.64,2489,-3.86,0.205,-5.3,0.181,418.73,1.0,-0.322,0.43133462282398455,0.19034852546916894,0.3386522075910147,0.39458955223880593,0.336827803512428
000825,894,153,5.8,448.4,400842.3,12.3,26.8,-0.09,0.1,0.457,0.0,881,-0.01,0.456,-0.57,0.38,725.96,1.0,0.37,0.528,0.26,852,0.03,0.437,-1.7,0.325,728.23,1.0,1.11,0.595,1.15,807,0.42,0.468,-2.34,0.348,734.3,1.0,2.39,0.575,1.57,668,1.05,0.434,-1.9,0.349,745.81,1.0,1.96,0.543,0.8,554,-0.29,0.437,-2.04,0.28,743.03,1.0,-0.352,0.3617021276595745,0.40214477211796246,0.0587141750580945,0.3666044776119403,0.31372756547203146
000759,2012,203,9.9,841.1,1692200.7,22.3,25.2,-0.07,-0.65,0.477,-0.26,2011,-0.61,0.42,-0.85,0.389,623.64,1.0,-1.1,0.397,-1.49,1983,-1.31,0.378,-1.91,0.329,620.39,1.0,-1.51,0.372,-1.46,1962,-1.82,0.352,-2.69,0.316,617.35,1.0,-2.71,0.343,-2.74,1922,-3.72,0.311,-5.22,0.265,608.56,1.0,-4.15,0.354,-4.72,1793,-5.93,0.294,-7.25,0.259,597.93,1.0,-0.318,0.32785299806576407,0.31635388739946385,0.2319132455460883,0.39832089552238803,0.31226210410760125
000410,767,131,5.9,476.5,365505.9,13.4,25.1,-0.03,-0.36,0.399,-0.59,766,-0.24,0.401,-0.42,0.41,188.24,1.0,-0.72,0.406,-0.77,764,-0.38,0.369,-0.96,0.342,187.19,1.0,-0.94,0.461,-0.25,762,-0.49,0.331,-1.35,0.281,186.55,1.0,-1.7,0.466,-0.93,756,-1.01,0.339,-2.61,0.282,184.37,1.0,-4.85,0.234,-4.77,727,-3.89,0.151,-6.34,0.122,175.3,1.0,-0.299,0.45744680851063835,0.222520107238606,0.03903950426026336,0.416044776119403,0.2991471340398301
000786,1852,227,8.2,492.0,911094.2,16.5,28.1,-0.04,-0.15,0.433,-0.15,1845,-0.2,0.456,-0.33,0.43,1155.56,1.0,-0.41,0.4,-0.57,1834,-0.65,0.346,-1.06,0.304,1152.28,1.0,-0.42,0.431,-0.53,1827,-0.92,0.336,-1.57,0.27,1152.03,1.0,-0.76,0.409,-0.94,1806,-2.01,0.262,-3.13,0.17,1147.51,1.0,-1.55,0.343,-1.27,1722,-3.89,0.275,-5.26,0.168,1137.06,1.0,-0.479,0.4361702127659574,0.19302949061662203,0.20712625871417506,0.24813432835820895,0.29861561687002547
000533,1695,194,8.7,858.6,1455398.8,20.8,24.5,-0.02,-0.23,0.462,-0.28,1691,-0.24,0.402,-0.44,0.403,125.71,1.0,-1.31,0.417,-1.56,1683,-1.31,0.359,-1.87,0.367,123.28,1.0,-2.14,0.388,-2.41,1659,-2.22,0.345,-3.0,0.312,121.5,1.0,-3.49,0.353,-4.02,1620,-4.07,0.283,-5.3,0.27,118.36,1.0,-2.75,0.375,-3.6,1550,-4.92,0.288,-6.17,0.235,119.96,1.0,-0.321,0.2978723404255319,0.3056300268096515,0.18280402788536018,0.39552238805970147,0.2869509885961504
000009,1284,164,7.8,771.9,991156.0,20.6,26.1,-0.07,-0.01,0.392,-0.48,1283,-0.19,0.397,-0.3,0.352,920.66,1.0,0.04,0.444,-0.26,1278,-0.35,0.38,-0.84,0.341,921.24,1.0,-0.17,0.487,-0.18,1270,-0.92,0.305,-1.68,0.257,919.02,1.0,-0.91,0.444,-0.91,1254,-1.97,0.254,-3.58,0.222,911.42,1.0,-0.74,0.408,-1.82,1194,-3.22,0.188,-5.41,0.159,912.96,1.0,-0.294,0.4255319148936171,0.15817694369973193,0.11913245546088304,0.4207089552238806,0.2835632356819311
000417,958,145,6.6,669.0,640903.0,15.8,21.8,-0.02,-0.41,0.428,-0.72,939,-0.45,0.37,-0.97,0.368,1896.62,1.0,-0.78,0.379,-0.96,921,-0.92,0.422,-2.38,0.345,1888.84,1.0,-1.15,0.395,-1.54,887,-1.35,0.372,-3.17,0.324,1881.41,1.0,-0.68,0.391,-1.57,823,-1.53,0.456,-3.95,0.284,1888.45,1.0,1.24,0.474,-0.69,699,-1.04,0.388,-2.83,0.318,1928.6,1.0,-0.394,0.281431334622824,0.33780160857908853,0.06862896979085979,0.32742537313432835,0.260381347694461
000816,784,156,5.0,500.3,392251.1,11.9,20.4,-0.01,-0.62,0.431,-0.34,777,-0.74,0.434,-1.16,0.349,645.92,1.0,-1.66,0.451,-0.59,763,-1.92,0.379,-2.78,0.305,638.53,1.0,-1.46,0.394,-1.58,746,-1.94,0.39,-3.23,0.318,640.01,1.0,-2.29,0.324,-2.37,723,-3.39,0.292,-6.12,0.241,633.63,1.0,-2.81,0.346,-2.56,602,-3.91,0.282,-5.6,0.231,630.75,1.0,-0.371,0.27562862669245647,0.32171581769437,0.04167312161115414,0.34888059701492535,0.24998888000901698
000821,967,166,5.8,459.9,444734.4,14.3,24.1,-0.04,-0.03,0.417,-0.48,960,-0.14,0.386,-0.39,0.342,149.32,1.0,-0.11,0.474,-0.49,927,-0.6,0.393,-1.2,0.319,149.12,1.0,-0.52,0.428,-1.68,911,-1.22,0.311,-2.01,0.255,148.07,1.0,-1.69,0.364,-2.24,888,-2.7,0.243,-3.96,0.196,145.2,1.0,-3.05,0.328,-3.51,850,-4.77,0.205,-6.52,0.132,141.79,1.0,-0.411,0.39361702127659576,0.15281501340482576,0.07002323780015492,0.31156716417910446,0.24845267651002748
000886,1246,169,7.4,499.2,622037.6,13.7,21.8,-0.04,-0.54,0.436,-0.38,1236,-0.65,0.348,-0.99,0.358,214.03,1.0,-1.04,0.45,-0.85,1217,-1.31,0.326,-2.28,0.334,212.5,1.0,-1.66,0.434,-1.28,1191,-1.99,0.376,-3.34,0.302,210.5,1.0,-2.15,0.42,-1.63,1143,-2.52,0.372,-4.96,0.274,208.87,1.0,-1.71,0.361,-1.76,993,-3.39,0.363,-5.3,0.235,210.03,1.0,-0.532,0.2649903288201161,0.27882037533512066,0.11324554608830364,0.19869402985074622,0.23216075633131797
000686,1187,190,6.2,810.7,962336.2,19.6,26.1,-0.05,-0.37,0.418,-0.37,1181,-0.34,0.369,-0.7,0.35,1343.43,1.0,-0.74,0.428,-0.7,1165,-0.68,0.361,-1.57,0.252,1337.72,1.0,-0.47,0.476,-0.24,1133,-0.72,0.373,-1.99,0.229,1341.35,1.0,-0.12,0.512,0.26,1101,-0.82,0.441,-3.12,0.253,1346.09,1.0,0.77,0.573,0.73,972,-0.79,0.415,-2.72,0.254,1357.08,1.0,-0.565,0.3955512572533849,0.08310991957104559,0.10410534469403564,0.16791044776119407,0.22076559248759417
000701,823,119,6.9,742.2,610796.6,18.5,25.1,0.05,-0.5,0.435,-0.39,823,-0.61,0.394,-0.88,0.371,71.85,1.0,-2.1,0.38,-1.7,823,-2.22,0.346,-3.01,0.306,69.12,1.0,-2.89,0.434,-1.94,811,-2.78,0.348,-3.93,0.308,67.73,1.0,-5.42,0.346,-5.71,791,-6.06,0.241,-8.22,0.205,63.25,1.0,-3.28,0.331,-5.72,677,-5.98,0.343,-7.22,0.284,67.04,1.0,-0.367,0.2079303675048356,0.29490616621983917,0.047714949651433,0.35261194029850745,0.21644818082802336
000567,594,102,5.8,452.4,268705.8,11.9,17.7,0.02,0.02,0.488,-0.15,594,-0.1,0.468,-0.5,0.424,1502.74,1.0,-0.14,0.408,-0.87,590,-0.84,0.351,-1.8,0.32,1500.42,1.0,-1.14,0.382,-2.28,574,-2.04,0.328,-3.47,0.274,1484.68,1.0,-1.89,0.362,-1.67,538,-3.06,0.275,-4.8,0.217,1472.58,1.0,-4.02,0.389,-2.99,507,-6.53,0.185,-8.49,0.051,1437.5,1.0,-0.565,0.25241779497098643,0.20375335120643437,0.012238574748257165,0.16791044776119407,0.1813318830760957
000546,533,99,5.4,734.8,391659.2,18.1,21.7,0.07,-0.53,0.328,-1.39,524,-0.46,0.317,-1.15,0.265,103.09,1.0,-0.49,0.455,-0.4,494,-0.77,0.419,-2.65,0.37,103.39,1.0,-0.67,0.393,-1.13,458,-1.22,0.334,-3.99,0.273,103.07,1.0,-0.03,0.5,0.17,376,-0.82,0.431,-3.91,0.319,104.31,1.0,3.47,0.571,1.46,312,0.86,0.478,-0.61,0.442,110.78,1.0,-0.357,0.20212765957446807,0.20107238605898128,0.0027885360185902403,0.3619402985074627,0.17792451670194595
000530,1224,183,6.7,598.9,733030.0,16.8,27.2,-0.0,-0.17,0.475,-0.15,1216,-0.18,0.478,-0.5,0.386,981.64,1.0,-0.81,0.381,-1.14,1197,-1.25,0.357,-2.11,0.305,974.35,1.0,-1.97,0.355,-2.54,1186,-2.56,0.287,-3.72,0.231,961.99,1.0,-3.54,0.367,-3.3,1130,-4.38,0.276,-6.34,0.222,944.76,1.0,-0.86,0.491,-0.3,987,-2.74,0.321,-4.08,0.298,973.59,1.0,-0.608,0.22823984526112184,0.08847184986595176,0.10983733539891558,0.12779850746268656,0.15258481089028605
000078,515,104,5.0,1411.5,726921.6,32.1,23.9,0.06,0.02,0.376,-0.74,510,-0.26,0.363,-1.03,0.345,1952.73,1.0,-0.41,0.285,-3.2,480,-1.03,0.279,-3.29,0.269,1946.09,1.0,-1.85,0.255,-4.72,467,-2.44,0.281,-6.08,0.248,1917.02,1.0,-4.06,0.28,-5.45,372,-4.73,0.245,-9.2,0.215,1869.57,1.0,3.77,0.469,-1.45,226,0.64,0.314,-0.31,0.283,2039.98,1.0,-0.296,0.0,0.13404825737265413,0.0,0.41884328358208955,0.0820988055700052
000505,537,76,7.1,699.3,375498.4,16.2,19.6,-0.1,-0.78,0.445,-0.94,528,-0.81,0.398,-1.55,0.35,235.56,1.0,-0.54,0.476,-0.11,498,-1.02,0.422,-2.85,0.257,236.56,1.0,-2.61,0.334,-2.82,479,-3.06,0.313,-5.68,0.198,229.5,1.0,-2.65,0.352,-2.0,423,-3.56,0.312,-7.56,0.161,229.34,1.0,-2.39,0.304,-4.88,326,-5.11,0.264,-6.74,0.248,230.38,1.0,-0.745,0.0386847195357834,0.0,0.0034082106893880714,0.0,0.016155529952190977
